https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1610888400000,2021-01-17 13:00:00,LINK/USDT,20.13520000,20.55680000,20.08720000,20.27550000,581028.92000000,11834194.91042400,15299
1610884800000,2021-01-17 12:00:00,LINK/USDT,20.51990000,20.66250000,20.00000000,20.12890000,687053.87000000,13940884.79896900,17139
1610881200000,2021-01-17 11:00:00,LINK/USDT,20.51460000,20.79320000,20.48310000,20.53070000,588600.25000000,12137084.20190500,14210
1610877600000,2021-01-17 10:00:00,LINK/USDT,19.79510000,20.78060000,19.63850000,20.51730000,856821.22000000,17361353.34052600,20227
1610874000000,2021-01-17 09:00:00,LINK/USDT,20.08040000,20.43060000,19.76000000,19.80170000,817925.64000000,16446751.33716800,19712
1610870400000,2021-01-17 08:00:00,LINK/USDT,20.06160000,20.24270000,19.69900000,20.06760000,775035.09000000,15442616.79811700,19212
1610866800000,2021-01-17 07:00:00,LINK/USDT,20.62650000,20.79540000,19.85000000,20.05270000,608192.81000000,12334810.42301200,17235
1610863200000,2021-01-17 06:00:00,LINK/USDT,20.27830000,20.73560000,20.07490000,20.62670000,571966.15000000,11665162.04098400,14452
1610859600000,2021-01-17 05:00:00,LINK/USDT,20.72410000,20.89280000,19.90950000,20.29760000,702327.50000000,14297773.96195200,20630
1610856000000,2021-01-17 04:00:00,LINK/USDT,20.90310000,21.30000000,20.55570000,20.72900000,629708.90000000,13182121.09492000,16270
1610852400000,2021-01-17 03:00:00,LINK/USDT,20.74640000,21.04750000,20.59990000,20.90900000,451552.81000000,9394834.56409700,11408
1610848800000,2021-01-17 02:00:00,LINK/USDT,20.76250000,21.18620000,20.59220000,20.75430000,1014579.23000000,21188994.47538300,23986
1610845200000,2021-01-17 01:00:00,LINK/USDT,20.49910000,20.77780000,20.08700000,20.77170000,576977.27000000,11754434.00695700,17389
